x, stress_x_fem, stress_x_fol, stress_y_fem, stress_y_fol, stress_xy_fem, stress_xy_fol
0.0, -2.1780848503112793, -1.6237497329711914, -0.0, -0.0
0.02, -2.083775520324707, -1.577410101890564, 2.9802322387695312e-06, -0.0
0.04, -1.900726556777954, -1.490342617034912, -0.0, -0.0
0.06, -1.7285436391830444, -1.410055160522461, -0.0, -0.0
0.08, -1.5665501356124878, -1.3290107250213623, -0.0, 2.9802322387695312e-06
0.1, -1.4138221740722656, -1.2463092803955078, 2.9802322387695312e-06, -0.0
0.12, -1.2691617012023926, -1.1642545461654663, 5.9604644775390625e-06, 2.9802322387695312e-06
0.14, -1.1310964822769165, -1.0867506265640259, -5.9604644775390625e-06, -2.9802322387695312e-06
0.16, -0.9979337453842163, -1.0166525840759277, -5.9604644775390625e-06, -0.0
0.18, -0.8676111698150635, -0.9496122598648071, -1.1920928955078125e-05, -2.9802322387695312e-06
0.2, -0.7374197244644165, -0.8807629346847534, -5.9604644775390625e-06, -2.9802322387695312e-06
0.22, -0.6190657615661621, -0.8110910654067993, -8.940696716308594e-06, -0.0
0.24, -0.0569269061088562, -0.07438510656356812, -8.940696716308594e-07, -0.0
0.26, -0.0585666298866272, -0.06775349378585815, 2.980232238769531e-07, -0.0
0.28, -0.060749351978302, -0.0615006685256958, -2.980232238769531e-07, -2.980232238769531e-07
0.3, -0.06203979253768921, -0.0552937388420105, -8.940696716308594e-07, -0.0
0.32, -0.06258666515350342, -0.04918932914733887, -1.1920928955078125e-06, -2.980232238769531e-07
0.34, -0.06255894899368286, -0.0434643030166626, -5.960464477539062e-07, -0.0
0.36, -0.062113404273986816, -0.0378870964050293, -2.980232238769531e-07, -2.980232238769531e-07
0.38, -0.06141752004623413, -0.03278017044067383, -5.960464477539062e-07, -0.0
0.4, -0.060681700706481934, -0.02780735492706299, -2.980232238769531e-07, -2.980232238769531e-07
0.42, -0.05865812301635742, -0.023067891597747803, -8.940696716308594e-07, -0.0
0.44, -0.49582189321517944, -0.17855094373226166, -2.98002123599872e-06, -0.0
0.46, -0.3359496593475342, -0.11798441410064697, -2.9802322387695312e-06, -0.0
0.48, -0.16637742519378662, -0.05793869495391846, -2.9802322387695312e-06, -0.0
0.5, 2.9802322387695312e-05, 1.4901161193847656e-05, -2.9802322387695312e-06, -0.0
0.52, 0.1664280891418457, 0.05796253681182861, -5.9604644775390625e-06, 5.9604644775390625e-06
0.54, 0.33598244190216064, 0.11800229549407959, -8.940696716308594e-06, 2.9802322387695312e-06
0.56, 0.4958576560020447, 0.17857180535793304, -5.96004247199744e-06, 5.96004247199744e-06
0.58, 0.058661699295043945, 0.02306997776031494, -2.980232238769531e-07, 5.960464477539062e-07
0.6, 0.06068497896194458, 0.027809441089630127, -1.1920928955078125e-06, 5.960464477539062e-07
0.62, 0.06141960620880127, 0.03278166055679321, -2.980232238769531e-07, 8.940696716308594e-07
0.64, 0.06211519241333008, 0.03788769245147705, -8.940696716308594e-07, 5.960464477539062e-07
0.66, 0.06256163120269775, 0.043465495109558105, -8.940696716308594e-07, 5.960464477539062e-07
0.68, 0.06258904933929443, 0.04919081926345825, -5.960464477539062e-07, 5.960464477539062e-07
0.7000000000000001, 0.06204038858413696, 0.05529433488845825, -0.0, 5.960464477539062e-07
0.72, 0.060749053955078125, 0.06150096654891968, -8.940696716308594e-07, 5.960464477539062e-07
0.74, 0.058566927909851074, 0.06775379180908203, -2.980232238769531e-07, 8.940696716308594e-07
0.76, 0.05692631006240845, 0.07438480854034424, -1.1920928955078125e-06, 5.960464477539062e-07
0.78, 0.6190568208694458, 0.811082124710083, 2.9802322387695312e-06, 5.9604644775390625e-06
0.8, 0.737413763999939, 0.8807569742202759, -0.0, 5.9604644775390625e-06
0.8200000000000001, 0.8676081895828247, 0.9496122598648071, -2.9802322387695312e-06, 5.9604644775390625e-06
0.84, 0.9979188442230225, 1.0166466236114502, 5.9604644775390625e-06, 8.940696716308594e-06
0.86, 1.1310666799545288, 1.086735725402832, 2.9802322387695312e-06, 5.9604644775390625e-06
0.88, 1.2691318988800049, 1.1642366647720337, 2.9802322387695312e-06, 5.9604644775390625e-06
0.9, 1.4137983322143555, 1.246294379234314, 5.9604644775390625e-06, 5.9604644775390625e-06
0.92, 1.5665203332901, 1.3289958238601685, 8.940696716308594e-06, 5.9604644775390625e-06
0.9400000000000001, 1.7285019159317017, 1.4100313186645508, 8.940696716308594e-06, 5.9604644775390625e-06
0.96, 1.9006848335266113, 1.4903157949447632, 2.9802322387695312e-06, 2.9802322387695312e-06
0.98, 2.0837278366088867, 1.577383279800415, -2.9802322387695312e-06, 2.9802322387695312e-06
1.0, 2.178025245666504, 1.6237199306488037, -0.0, -0.0
